dada;2;18;0;12;32
dawid;0;12;0;12;24
marian;0;16;0;0;16
dupa;0;9;0;0;9
geerge;0;6;0;0;6
kuba;0;21;0;16;37
xd;0;21;0;13;34

Kuba;0;0;100;71;171

dddd;0;0;100;0;100

ssas;0;0;100;0;100

sss;0;0;100;0;100

www;0;0;100;0;100

uui;0;0;100;0;100

ddd;0;0;100;0;100

sddssd;0;0;100;0;100

eeee;0;0;100;0;100

wwww;0;0;100;0;100

sssss;0;0;100;0;100

